"","Date","Open","High","Low","Close","WAP","No. of Shares","No. of Trades","Total Turnover","Deliverable Quantity","% Deli. Qty to Traded Qty","Spread H-L","Spread C-O","securityname"
"1035",2018-03-15,1847,1848.05,1827.6,1830.1,1840.9,397640,2182,732015877,328739,82.67,20.45,-16.9,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1036",2018-03-14,1845,1863.25,1838.2,1846.3,1844.04,40774,1000,75189068,13783,33.8,25.05,1.3,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1037",2018-03-13,1860,1879.9,1852.85,1863.25,1867.53,77483,2259,144702190,30243,39.03,27.05,3.25,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1038",2018-03-12,1825.15,1861.45,1825.15,1854.95,1849.04,77576,2521,143441022,39652,51.11,36.3,29.8,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1039",2018-03-09,1800,1834.4,1800,1818.45,1824.38,49790,1577,90835804,26220,52.66,34.4,18.45,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1040",2018-03-08,1798,1802.3,1772,1797.5,1786.63,268479,2048,479672306,235369,87.67,30.3,-0.5,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1041",2018-03-07,1770,1782,1758.5,1761.85,1764.78,114916,1481,202801771,16048,13.96,23.5,-8.15,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1042",2018-03-06,1806,1819.65,1752.15,1762.05,1777.26,149059,3203,264916840,112675,75.59,67.5,-43.95,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1043",2018-03-05,1814.75,1814.75,1780.4,1790.5,1795.69,334340,2546,600372645,22199,6.64,34.35,-24.25,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1044",2018-03-01,1810,1818.95,1804,1812.65,1812.32,62314,2499,112932728,25197,40.44,14.95,2.65,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1045",2018-02-28,1811,1829,1803.1,1814.75,1816.29,381334,2803,692613551,43347,11.37,25.9,3.75,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1046",2018-02-27,1852.75,1852.75,1819.5,1827.45,1825.64,41767,1133,76251687,20947,50.15,33.25,-25.3,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1047",2018-02-26,1822,1851.25,1822,1842.75,1840.35,63474,1249,116814512,30869,48.63,29.25,20.75,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1048",2018-02-23,1802,1827.1,1802,1824.05,1820.39,572242,1026,1041702743,548143,95.79,25.1,22.05,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1049",2018-02-22,1824.1,1825,1809,1817.75,1814.93,1182059,1537,2145355194,1145598,96.92,16,-6.35,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1050",2018-02-21,1814,1829.9,1812.05,1824.1,1814.37,342235,5343,620939947,32405,9.47,17.85,10.1,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1051",2018-02-20,1844,1844,1802.5,1809.15,1819.44,36531,1023,66465860,11129,30.46,41.5,-34.85,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1052",2018-02-19,1816.25,1827.5,1802.5,1811.3,1813.39,26733,755,48477414,5570,20.84,25,-4.95,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1053",2018-02-16,1830,1841.95,1807,1816.1,1818.54,416945,1370,758232543,389126,93.33,34.95,-13.9,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1054",2018-02-15,1818.1,1848.9,1815,1830,1836.97,231378,1861,425033422,173761,75.1,33.9,11.9,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1055",2018-02-14,1814,1831,1806.45,1813.8,1819.26,44320,1779,80629545,19539,44.09,24.55,-0.2,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1056",2018-02-12,1785,1812.7,1763.2,1805.4,1780.24,253232,5115,450813071,164569,64.99,49.5,20.4,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1057",2018-02-09,1784.5,1784.5,1765,1773.2,1772.75,94554,4313,167620882,30963,32.75,19.5,-11.3,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1058",2018-02-08,1790,1834,1790,1811.7,1823.64,748021,1925,1364123034,699460,93.51,44,21.7,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1059",2018-02-07,1800,1820,1770,1784.9,1781.13,107040,3921,190652454,33926,31.69,50,-15.1,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1060",2018-02-06,1770,1809,1760,1788.9,1780.87,125326,5257,223189627,32548,25.97,49,18.9,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1061",2018-02-05,1885.05,1885.05,1814.1,1825.95,1840.73,185762,5515,341937599,50812,27.35,70.95,-59.1,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1062",2018-02-02,1947.95,1947.95,1895,1903.3,1911.58,120692,3880,230711916,50988,42.25,52.95,-44.65,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1063",2018-02-01,1957.5,1974.1,1933.8,1967.55,1960.86,104081,3233,204088081,31945,30.69,40.3,10.05,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1064",2018-01-31,1937.9,1962.8,1918.85,1955.7,1941.39,84913,2527,164849011,33104,38.99,43.95,17.8,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1065",2018-01-30,1973,1973,1926.9,1933.25,1953.87,325789,3184,636548188,259850,79.76,46.1,-39.75,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1066",2018-01-29,1908,1982,1908,1953.25,1948.45,1066863,8543,2078726882,291705,27.34,74,45.25,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1067",2018-01-25,1907.95,1921.7,1875.45,1902.55,1892.83,478470,1903,905663598,435771,91.08,46.25,-5.4,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1068",2018-01-24,1886,1918.95,1886,1907.95,1909.19,2828733,4649,5400587306,2714393,95.96,32.95,21.95,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1069",2018-01-23,1874.15,1896.2,1870.05,1881.75,1881.19,676606,9460,1272822777,557983,82.47,26.15,7.6,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1070",2018-01-22,1912,1924.7,1863.95,1874.15,1911.97,459110,3088,877804687,401718,87.5,60.75,-37.85,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1071",2018-01-19,1899,1912.05,1891.4,1900.45,1898.32,2620446,2641,4974440652,249641,9.53,20.65,1.45,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1072",2018-01-18,1861.5,1917,1861.5,1897,1905.35,1045920,5229,1992846149,868082,83,55.5,35.5,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1073",2018-01-17,1843.5,1867.4,1843,1859.95,1847.12,767051,4521,1416835111,600875,78.34,24.4,16.45,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1074",2018-01-16,1869.95,1873.4,1839.3,1848.7,1848.85,87482,2540,161741316,24134,27.59,34.1,-21.25,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1075",2018-01-15,1781,1886,1779.7,1869.95,1860.22,1446765,12241,2691299534,1138352,78.68,106.3,88.95,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1076",2018-01-12,1723.2,1764.5,1723.2,1761.25,1754.78,71383,2069,125261571,29710,41.62,41.3,38.05,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1077",2018-01-11,1726,1746,1725,1740.8,1737.08,31513,1560,54740642,15988,50.73,21,14.8,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1078",2018-01-10,1735,1738.45,1722,1725.35,1728.19,18477,743,31931696,7447,40.3,16.45,-9.65,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1079",2018-01-09,1743.9,1747.75,1726,1735.55,1733.51,23697,997,41078986,11288,47.63,21.75,-8.35,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1080",2018-01-08,1725.2,1744,1725.2,1738.9,1737.54,463278,1458,804965156,439906,94.96,18.8,13.7,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1081",2018-01-05,1709.9,1730.8,1705.75,1725.95,1711.1,1209618,2329,2069777608,1136321,93.94,25.05,16.05,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1082",2018-01-04,1716.9,1716.9,1692,1705.5,1702.5,21299,896,36261543,8006,37.59,24.9,-11.4,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1083",2018-01-03,1706.95,1711.5,1695.5,1700.9,1704.52,323416,1306,551268901,303536,93.85,16,-6.05,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1084",2018-01-02,1706.8,1706.8,1687.05,1702.05,1696.71,32576,1061,55271887,10424,32,19.75,-4.75,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1085",2018-01-01,1712,1712,1681.95,1687.35,1694.98,43178,1121,73185735,14350,33.23,30.05,-24.65,"HOUSING DEVELOPMENT FINANCE CORP.LTD."
"1086",2018-11-16,58.95,58.95,54.55,54.9,56.2,357409,1853,20086219,237772,66.53,4.4,-4.05,"ANDHRA PETROCHEMICALS LTD."
"1087",2018-11-15,63,63,58.1,58.65,59.6,239022,1477,14245893,191514,80.12,4.9,-4.35,"ANDHRA PETROCHEMICALS LTD."
"1088",2018-11-14,65.55,65.55,63,63.1,63.79,87853,614,5604494,70778,80.56,2.55,-2.45,"ANDHRA PETROCHEMICALS LTD."
"1089",2018-11-13,66,66,64,64.9,64.96,77333,581,5023937,55509,71.78,2,-1.1,"ANDHRA PETROCHEMICALS LTD."
"1090",2018-11-12,67.35,67.35,65.5,66.1,66.1,98963,515,6541550,79293,80.12,1.85,-1.25,"ANDHRA PETROCHEMICALS LTD."
"1091",2018-11-09,67,67.8,65.1,66.15,66.44,126685,776,8417101,87803,69.31,2.7,-0.85,"ANDHRA PETROCHEMICALS LTD."
"1092",2018-11-07,66,67.7,66,66.3,66.43,53640,447,3563397,44276,82.54,1.7,0.3,"ANDHRA PETROCHEMICALS LTD."
"1093",2018-11-06,66,71.9,61,65.2,67.17,1061493,4723,71303291,403205,37.98,10.9,-0.8,"ANDHRA PETROCHEMICALS LTD."
"1094",2018-11-05,84.35,87.45,67.4,68.75,75.09,769761,3756,57803218,472761,61.42,20.05,-15.6,"ANDHRA PETROCHEMICALS LTD."
"1095",2018-11-02,83.4,86.8,83.1,84.25,84.73,206225,998,17473145,136386,66.13,3.7,0.85,"ANDHRA PETROCHEMICALS LTD."
"1096",2018-11-01,86.5,86.9,82,82.9,84.73,179320,1058,15193586,137218,76.52,4.9,-3.6,"ANDHRA PETROCHEMICALS LTD."
"1097",2018-10-31,88.7,88.7,85,85.55,86.49,291957,962,25251852,238500,81.69,3.7,-3.15,"ANDHRA PETROCHEMICALS LTD."
"1098",2018-10-30,86.95,89.75,85.8,86.65,88.54,263130,1043,23298203,209423,79.59,3.95,-0.3,"ANDHRA PETROCHEMICALS LTD."
"1099",2018-10-29,84.1,87.8,84.1,86.7,86.23,150408,915,12970066,122368,81.36,3.7,2.6,"ANDHRA PETROCHEMICALS LTD."
"1100",2018-10-26,82,86.4,79.8,83.75,83.19,175356,1108,14587395,99701,56.86,6.6,1.75,"ANDHRA PETROCHEMICALS LTD."
"1101",2018-10-25,83.9,83.9,81.75,83.3,82.82,127474,786,10557619,81117,63.63,2.15,-0.6,"ANDHRA PETROCHEMICALS LTD."
"1102",2018-10-24,84.5,87.9,83.15,84.75,85.54,147328,1054,12602649,93220,63.27,4.75,0.25,"ANDHRA PETROCHEMICALS LTD."
"1103",2018-10-23,87,87.45,81.9,83.05,83.8,232183,1328,19456272,166638,71.77,5.55,-3.95,"ANDHRA PETROCHEMICALS LTD."
"1104",2018-10-22,90.25,92.5,87.4,87.85,89.78,132756,1024,11918255,90578,68.23,5.1,-2.4,"ANDHRA PETROCHEMICALS LTD."
"1105",2018-10-19,89.65,92.9,86.6,89.45,89.8,205708,1541,18472173,127700,62.08,6.3,-0.2,"ANDHRA PETROCHEMICALS LTD."
"1106",2018-10-17,98,99.4,89,89.65,93.15,512665,2769,47754770,347798,67.84,10.4,-8.35,"ANDHRA PETROCHEMICALS LTD."
"1107",2018-10-16,91.6,98,89.4,95.4,93.9,809063,4634,75973210,453365,56.04,8.6,3.8,"ANDHRA PETROCHEMICALS LTD."
"1108",2018-10-15,80.95,91.6,80.95,90.5,87,1047779,5018,91155518,697700,66.59,10.65,9.55,"ANDHRA PETROCHEMICALS LTD."
"1109",2018-10-12,78,81,78,78.95,79.67,222744,883,17745387,166521,74.76,3,0.95,"ANDHRA PETROCHEMICALS LTD."
"1110",2018-10-11,75.65,79.3,72.1,76.9,76.72,150943,819,11580150,87180,57.76,7.2,1.25,"ANDHRA PETROCHEMICALS LTD."
"1111",2018-10-10,73.75,79.3,72.05,76.75,77.1,161761,814,12471745,113422,70.12,7.25,3,"ANDHRA PETROCHEMICALS LTD."
"1112",2018-10-09,74.05,75,71.75,73.25,73.56,69242,416,5093563,49687,71.76,3.25,-0.8,"ANDHRA PETROCHEMICALS LTD."
"1113",2018-10-08,76,79.3,64,74.05,72.84,271898,1328,19806124,161047,59.23,15.3,-1.95,"ANDHRA PETROCHEMICALS LTD."
"1114",2018-10-05,74.9,79.8,73,74.8,76.55,255278,1240,19542492,177311,69.46,6.8,-0.1,"ANDHRA PETROCHEMICALS LTD."
"1115",2018-10-04,69.35,78,67.6,74.6,73.3,274249,1425,20101425,193727,70.64,10.4,5.25,"ANDHRA PETROCHEMICALS LTD."
"1116",2018-10-03,66.1,69.45,63.05,69.4,68.54,190496,631,13057472,141947,74.51,6.4,3.3,"ANDHRA PETROCHEMICALS LTD."
"1117",2018-10-01,70.95,70.95,65.95,66.15,66.25,161584,640,10704729,122481,75.8,5,-4.8,"ANDHRA PETROCHEMICALS LTD."
"1118",2018-09-28,74.45,74.5,68.5,69.4,70.21,90137,536,6328953,65231,72.37,6,-5.05,"ANDHRA PETROCHEMICALS LTD."
"1119",2018-09-27,74.3,75.5,71.85,72,73.39,68509,427,5027721,51346,74.95,3.65,-2.3,"ANDHRA PETROCHEMICALS LTD."
"1120",2018-09-26,74,75.9,71.1,74.3,74.26,105225,743,7814366,64173,60.99,4.8,0.3,"ANDHRA PETROCHEMICALS LTD."
"1121",2018-09-25,71,73.4,68.4,72.6,69.43,295551,1317,20520020,212235,71.81,5,1.6,"ANDHRA PETROCHEMICALS LTD."
"1122",2018-09-24,75,77,71.75,71.95,72.33,218521,668,15805061,123672,56.6,5.25,-3.05,"ANDHRA PETROCHEMICALS LTD."
"1123",2018-09-21,80.75,81.6,75.5,75.5,77.21,164157,638,12674399,127721,77.8,6.1,-5.25,"ANDHRA PETROCHEMICALS LTD."
"1124",2018-09-19,82.4,83.5,78,79.45,81.03,260081,916,21073861,167126,64.26,5.5,-2.95,"ANDHRA PETROCHEMICALS LTD."
"1125",2018-09-18,77,80.35,77,79.85,79.71,291326,935,23222721,214830,73.74,3.35,2.85,"ANDHRA PETROCHEMICALS LTD."
"1126",2018-09-17,76.5,77.9,75,76.55,77.03,136746,460,10533849,114348,83.62,2.9,0.05,"ANDHRA PETROCHEMICALS LTD."
"1127",2018-09-14,74.5,76,73.5,76,75.31,75631,481,5695736,55885,73.89,2.5,1.5,"ANDHRA PETROCHEMICALS LTD."
"1128",2018-09-12,72.1,73.95,71.9,72.4,72.15,369487,956,26657827,217344,58.82,2.05,0.3,"ANDHRA PETROCHEMICALS LTD."
"1129",2018-09-11,81.45,81.45,75.65,75.65,76.52,277550,1039,21237977,236916,85.36,5.8,-5.8,"ANDHRA PETROCHEMICALS LTD."
"1130",2018-09-10,83,83,79,79.6,81.01,119501,606,9680877,92089,77.06,4,-3.4,"ANDHRA PETROCHEMICALS LTD."
"1131",2018-09-07,82.9,85,80,81.9,82.87,153258,756,12699844,112727,73.55,5,-1,"ANDHRA PETROCHEMICALS LTD."
"1132",2018-09-06,81.2,82.25,78.7,82.05,81.92,267119,1124,21882358,157901,59.11,3.55,0.85,"ANDHRA PETROCHEMICALS LTD."
"1133",2018-09-05,80,80,77.55,78.35,78.31,99712,384,7808869,73287,73.5,2.45,-1.65,"ANDHRA PETROCHEMICALS LTD."
"1134",2018-09-04,80,81,78.5,79.8,79.83,74992,473,5986724,51758,69.02,2.5,-0.2,"ANDHRA PETROCHEMICALS LTD."
"1135",2018-09-03,82.8,82.8,78.95,80,82.25,336412,1211,27670027,186325,55.39,3.85,-2.8,"ANDHRA PETROCHEMICALS LTD."
"1136",2018-08-31,75,78.9,75,78.9,78.23,71845,258,5620204,66257,92.22,3.9,3.9,"ANDHRA PETROCHEMICALS LTD."
"1137",2018-08-30,75,77.85,74.8,75.15,75.91,96210,461,7303642,70828,73.62,3.05,0.15,"ANDHRA PETROCHEMICALS LTD."
"1138",2018-08-29,78.45,78.45,75,76.8,77.11,105694,577,8150491,78579,74.35,3.45,-1.65,"ANDHRA PETROCHEMICALS LTD."
"1139",2018-08-28,81,81.75,78.25,78.45,79.6,101931,454,8113555,87122,85.47,3.5,-2.55,"ANDHRA PETROCHEMICALS LTD."
"1140",2018-08-27,80.95,81.4,79,81,80.38,100932,601,8112795,66680,66.06,2.4,0.05,"ANDHRA PETROCHEMICALS LTD."
"1141",2018-08-24,81,83,79.75,80.3,81.52,142716,564,11634303,103160,72.28,3.25,-0.7,"ANDHRA PETROCHEMICALS LTD."
"1142",2018-08-23,81.95,83.5,80.6,81.1,82.3,155348,663,12785652,116501,74.99,2.9,-0.85,"ANDHRA PETROCHEMICALS LTD."
"1143",2018-08-21,80.7,82.4,78,81.5,80.29,146024,699,11724137,112877,77.3,4.4,0.8,"ANDHRA PETROCHEMICALS LTD."
"1144",2018-08-20,79.8,81,77.6,79.1,79.42,121765,604,9670668,84017,69,3.4,-0.7,"ANDHRA PETROCHEMICALS LTD."
"1145",2018-08-17,84,84,78.05,79.3,80.55,167574,851,13498213,120066,71.65,5.95,-4.7,"ANDHRA PETROCHEMICALS LTD."
"1146",2018-08-16,81.4,82.95,76.55,80.05,81.45,738656,2290,60162648,418762,56.69,6.4,-1.35,"ANDHRA PETROCHEMICALS LTD."
"1147",2018-08-14,77.55,79,76.3,79,78.64,560026,1383,44037784,317000,56.6,2.7,1.45,"ANDHRA PETROCHEMICALS LTD."
"1148",2018-08-13,73,76.55,71.55,75.25,74.23,166709,615,12374346,136916,82.13,5,2.25,"ANDHRA PETROCHEMICALS LTD."
"1149",2018-08-10,75.05,76,72.55,72.95,74.7,136801,570,10219170,111965,81.85,3.45,-2.1,"ANDHRA PETROCHEMICALS LTD."
"1150",2018-08-09,76,77.9,72.25,75.35,75.22,835330,2003,62836481,660312,79.05,5.65,-0.65,"ANDHRA PETROCHEMICALS LTD."
"1151",2018-08-08,75.2,75.2,75.2,75.2,75.2,518196,269,38968339,374907,72.35,0,0,"ANDHRA PETROCHEMICALS LTD."
"1152",2018-08-07,71.65,71.65,71.65,71.65,71.65,17129,83,1227292,17129,100,0,0,"ANDHRA PETROCHEMICALS LTD."
"1153",2018-08-06,68.25,68.25,68.25,68.25,68.25,34529,108,2356604,34529,100,0,0,"ANDHRA PETROCHEMICALS LTD."
"1154",2018-08-03,64.9,66,64,65,65.12,122801,498,7997172,105631,86.02,2,0.1,"ANDHRA PETROCHEMICALS LTD."
"1155",2018-08-02,63.9,65,62,63.55,63.07,91002,316,5739219,83027,91.24,3,-0.35,"ANDHRA PETROCHEMICALS LTD."
"1156",2018-08-01,62.45,63.65,61.55,62.25,62.49,71949,247,4496173,62673,87.11,2.1,-0.2,"ANDHRA PETROCHEMICALS LTD."
"1157",2018-07-31,60.3,62.7,60.3,62,61.97,114598,237,7101210,79431,69.31,2.4,1.7,"ANDHRA PETROCHEMICALS LTD."
"1158",2018-07-30,61.7,63,61,62.55,62.32,84797,332,5284413,63173,74.5,2,0.85,"ANDHRA PETROCHEMICALS LTD."
"1159",2018-07-27,58.3,62,58.3,60.9,60.32,97879,445,5904403,74991,76.62,3.7,2.6,"ANDHRA PETROCHEMICALS LTD."
"1160",2018-07-26,54.1,58,54.1,57.5,56.83,41889,251,2380668,35422,84.56,3.9,3.4,"ANDHRA PETROCHEMICALS LTD."
"1161",2018-07-25,54.75,55,53.5,54.8,54.36,34549,119,1878006,33034,95.61,1.5,0.05,"ANDHRA PETROCHEMICALS LTD."
"1162",2018-07-24,53.95,55.75,53.35,53.8,54.32,124183,153,6745718,80742,65.02,2.4,-0.15,"ANDHRA PETROCHEMICALS LTD."
"1163",2018-07-23,54,54,52.6,53.25,53.13,12731,73,676353,8881,69.76,1.4,-0.75,"ANDHRA PETROCHEMICALS LTD."
"1164",2018-07-20,52.95,53.3,51.9,52.95,52.75,26255,106,1384858,20225,77.03,1.4,0,"ANDHRA PETROCHEMICALS LTD."
"1165",2018-07-19,53,53.05,51.5,52.3,52.41,43345,124,2271838,35106,80.99,1.55,-0.7,"ANDHRA PETROCHEMICALS LTD."
"1166",2018-07-18,52.1,53.95,52.1,53.4,53.27,30342,135,1616419,21062,69.42,1.85,1.3,"ANDHRA PETROCHEMICALS LTD."
"1167",2018-07-17,51.3,53.35,51.3,52.9,52.45,104789,104,5495936,59414,56.7,2.05,1.6,"ANDHRA PETROCHEMICALS LTD."
"1168",2018-07-16,53,53,50.3,52.3,51.64,61323,205,3166606,46549,75.91,2.7,-0.7,"ANDHRA PETROCHEMICALS LTD."
"1169",2018-07-13,56,56,52.1,53.15,53.54,73082,228,3912665,61237,83.79,3.9,-2.85,"ANDHRA PETROCHEMICALS LTD."
"1170",2018-07-12,55,58,53.2,56,56.81,193385,701,10985251,129037,66.73,4.8,1,"ANDHRA PETROCHEMICALS LTD."
"1171",2018-07-11,51,54.7,50.6,54.25,53.07,141628,416,7516895,103180,72.85,4.1,3.25,"ANDHRA PETROCHEMICALS LTD."
"1172",2018-07-10,49.5,51.9,49,51.1,50.61,75503,229,3820924,62370,82.61,2.9,1.6,"ANDHRA PETROCHEMICALS LTD."
"1173",2018-07-09,48.5,49,47.7,48.55,48.22,24451,94,1178919,19577,80.07,1.3,0.05,"ANDHRA PETROCHEMICALS LTD."
"1174",2018-07-06,47.05,48.4,46.7,47.65,47.82,140311,106,6709414,138449,98.67,1.7,0.6,"ANDHRA PETROCHEMICALS LTD."
"1175",2018-07-05,47.3,48.5,47.3,48,48.05,114832,106,5517926,109083,94.99,1.2,0.7,"ANDHRA PETROCHEMICALS LTD."
"1176",2018-07-04,48,48.5,46.5,48.2,47.76,21539,124,1028599,15237,70.74,2,0.2,"ANDHRA PETROCHEMICALS LTD."
"1177",2018-07-03,45.05,48.1,45.05,47.6,46.95,21052,94,988444,16992,80.71,3.05,2.55,"ANDHRA PETROCHEMICALS LTD."
"1178",2018-07-02,44.25,48.05,44.25,46.4,46.31,55535,100,2571916,49670,89.44,3.8,2.15,"ANDHRA PETROCHEMICALS LTD."
"1179",2018-06-29,44.9,49.15,43.25,48.15,46.83,64498,174,3020672,60077,93.15,5.9,3.25,"ANDHRA PETROCHEMICALS LTD."
"1180",2018-06-28,44.6,45.75,43.5,43.65,44.4,22355,128,992581,18645,83.4,2.25,-0.95,"ANDHRA PETROCHEMICALS LTD."
"1181",2018-06-27,44.9,46.3,44,45.15,45.5,48265,160,2196180,39499,81.84,2.3,0.25,"ANDHRA PETROCHEMICALS LTD."
"1182",2018-06-26,45,46,44.15,45.6,45.31,61720,91,2796544,37549,60.84,1.85,0.6,"ANDHRA PETROCHEMICALS LTD."
"1183",2018-06-25,46.1,46.7,45.5,45.6,46.12,6461,43,297986,6213,96.16,1.2,-0.5,"ANDHRA PETROCHEMICALS LTD."
"1184",2018-06-22,45,46,44.6,45.55,45.25,14190,75,642158,11505,81.08,1.4,0.55,"ANDHRA PETROCHEMICALS LTD."
"1185",2018-06-21,47.35,47.35,45,45.45,46.13,10488,76,483808,8011,76.38,2.35,-1.9,"ANDHRA PETROCHEMICALS LTD."
"1186",2018-06-20,47.8,47.8,46,46.1,46.49,12965,67,602719,11610,89.55,1.8,-1.7,"ANDHRA PETROCHEMICALS LTD."
"1187",2018-06-19,46,47.4,46,46.5,46.82,12947,75,606174,11067,85.48,1.4,0.5,"ANDHRA PETROCHEMICALS LTD."
"1188",2018-06-18,47,47.8,46.6,46.9,47.18,36546,79,1724390,35716,97.73,1.2,-0.1,"ANDHRA PETROCHEMICALS LTD."
"1189",2018-06-15,47.7,48.95,47.2,47.6,47.8,19068,97,911421,15630,81.97,1.75,-0.1,"ANDHRA PETROCHEMICALS LTD."
"1190",2018-06-14,48,48,46.5,47.95,47.33,27784,101,1314899,24223,87.18,1.5,-0.05,"ANDHRA PETROCHEMICALS LTD."
"1191",2018-06-13,47.65,49.5,47.65,48.2,48.97,43446,166,2127558,35593,81.92,1.85,0.55,"ANDHRA PETROCHEMICALS LTD."
"1192",2018-06-12,47.15,48.7,45.05,48.05,47.85,30826,144,1474958,27497,89.2,3.65,0.9,"ANDHRA PETROCHEMICALS LTD."
"1193",2018-06-11,46.5,48.8,46,47.15,47.62,31777,190,1513249,21688,68.25,2.8,0.65,"ANDHRA PETROCHEMICALS LTD."
"1194",2018-06-08,48,48,45.1,46.5,46.04,59735,195,2750194,45412,76.02,2.9,-1.5,"ANDHRA PETROCHEMICALS LTD."
"1195",2018-06-07,44,48.9,43,47.25,47.28,98956,301,4678666,85182,86.08,5.9,3.25,"ANDHRA PETROCHEMICALS LTD."
"1196",2018-06-06,39,45.8,39,44.85,42.61,90456,431,3854577,57553,63.63,6.8,5.85,"ANDHRA PETROCHEMICALS LTD."
"1197",2018-06-05,41.05,41.9,38,39.85,39.62,106165,407,4206612,77030,72.56,3.9,-1.2,"ANDHRA PETROCHEMICALS LTD."
"1198",2018-06-04,45.2,47,41.65,42.05,43.63,160958,540,7022715,144604,89.84,5.35,-3.15,"ANDHRA PETROCHEMICALS LTD."
"1199",2018-06-01,48.05,49.9,45.9,46.15,46.87,121481,410,5694258,111355,91.66,4,-1.9,"ANDHRA PETROCHEMICALS LTD."
"1200",2018-05-31,52.9,52.9,48.55,48.9,49.99,117275,313,5862137,113253,96.57,4.35,-4,"ANDHRA PETROCHEMICALS LTD."
"1201",2018-05-30,51,52,47.55,51.55,49.82,72118,348,3593217,48602,67.39,4.45,0.55,"ANDHRA PETROCHEMICALS LTD."
"1202",2018-05-29,53,53.25,50.5,51.4,51.98,39848,165,2071258,28816,72.31,2.75,-1.6,"ANDHRA PETROCHEMICALS LTD."
"1203",2018-05-28,51,54,51,52.6,52.86,31591,164,1669782,21391,67.71,3,1.6,"ANDHRA PETROCHEMICALS LTD."
"1204",2018-05-25,48.9,52.5,48.9,51.85,51.14,137457,535,7029364,102891,74.85,3.6,2.95,"ANDHRA PETROCHEMICALS LTD."
"1205",2018-05-24,54.5,57,43.85,49.1,48,521592,1569,25038627,285510,54.74,13.15,-5.4,"ANDHRA PETROCHEMICALS LTD."
"1206",2018-05-23,57.3,57.5,54.6,54.8,55.13,44031,213,2427224,35448,80.51,2.9,-2.5,"ANDHRA PETROCHEMICALS LTD."
"1207",2018-05-22,53,58,53,55.85,55.24,24705,159,1364586,18825,76.2,5,2.85,"ANDHRA PETROCHEMICALS LTD."
"1208",2018-05-21,58,58.85,54.3,55.1,56.31,54302,210,3057684,46251,85.17,4.55,-2.9,"ANDHRA PETROCHEMICALS LTD."
"1209",2018-05-18,59,59.35,57.8,58.05,58.39,37149,132,2169092,31402,84.53,1.55,-0.95,"ANDHRA PETROCHEMICALS LTD."
"1210",2018-05-17,59.3,59.4,57.85,58.7,58.54,30861,140,1806540,20111,65.17,1.55,-0.6,"ANDHRA PETROCHEMICALS LTD."
