"","Date","Open","High","Low","Close","WAP","No. of Shares","No. of Trades","Total Turnover","Deliverable Quantity","% Deli. Qty to Traded Qty","Spread H-L","Spread C-O","securityname"
"1779",2018-09-11,259,260,244.55,246.4,252.62,44421,556,11221788,44421,100,15.45,-12.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1780",2018-09-10,261.5,263.95,255.7,256,256.39,65409,226,16770044,65409,100,8.25,-5.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1781",2018-09-07,262,266,258.05,261.25,261.88,24440,224,6400443,24440,100,7.95,-0.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1782",2018-09-06,268.9,269,261.1,262.05,264.46,33971,403,8983986,33971,100,7.9,-6.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1783",2018-09-05,256.2,274,253.1,268.9,265.66,54909,533,14587174,54909,100,20.9,12.7,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1784",2018-09-04,267,267.5,252.3,261.75,259.4,165587,745,42952637,165587,100,15.2,-5.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1785",2018-09-03,270,271.7,264.5,265.55,267.46,19737,277,5278870,19737,100,7.2,-4.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1786",2018-08-31,267.8,273.1,262.65,270.4,267.71,39750,393,10641533,39750,100,10.45,2.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1787",2018-08-30,266,272.3,261.05,267.45,268.79,37314,530,10029453,37314,100,11.25,1.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1788",2018-08-29,257,268.5,255.05,264.8,262.14,27320,438,7161702,27320,100,13.45,7.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1789",2018-08-28,258.5,261.9,255.7,256.3,257.92,15870,243,4093169,15870,100,6.2,-2.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1790",2018-08-27,265.9,265.9,257,257.85,261.3,35693,411,9326440,35693,100,8.9,-8.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1791",2018-08-24,273.95,274.85,260.15,263.85,268.65,56991,756,15310429,56991,100,14.7,-10.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1792",2018-08-23,259.75,272.35,254.2,268.35,265.98,54778,640,14570119,54778,100,18.15,8.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1793",2018-08-21,260.2,263,254.2,259.4,259.06,23152,345,5997689,23152,100,8.8,-0.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1794",2018-08-20,247.1,263,247.1,260.3,257.77,27765,421,7156900,27765,100,15.9,13.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1795",2018-08-17,250.2,256,246.6,254.5,252.31,46814,573,11811690,46814,100,9.4,4.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1796",2018-08-16,255.75,262.4,251,252.25,254.45,25284,352,6433568,25284,100,11.4,-3.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1797",2018-08-14,263.5,265,258,259.95,261.21,24386,285,6369945,24386,100,7,-3.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1798",2018-08-13,262,271.7,256,262.1,262.46,58597,736,15379097,58597,100,15.7,0.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1799",2018-08-10,251,266.7,242.1,266.05,257.85,85821,1112,22128667,85821,100,24.6,15.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1800",2018-08-09,249.05,256,249,254,253.27,27064,447,6854512,27064,100,7,4.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1801",2018-08-08,247.7,265,247.7,250.9,252.13,115563,1188,29137137,115563,100,17.3,3.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1802",2018-08-07,277,283.5,260.7,260.7,268.33,144479,1208,38768019,144479,100,22.8,-16.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1803",2018-08-06,282,284,272,274.4,277.35,82698,903,22936050,82698,100,12,-7.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1804",2018-08-03,265.05,281,263.15,279.65,274.68,110924,1287,30468054,110924,100,17.85,14.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1805",2018-08-02,262.95,269.15,250.4,268.5,265.27,109274,1137,28987501,109274,100,18.75,5.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1806",2018-08-01,264,264.25,253,256.35,256.17,41076,474,10522404,41076,100,11.25,-7.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1807",2018-07-31,258,263,251,260.6,257.88,63405,843,16350679,63405,100,12,2.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1808",2018-07-30,243,253.9,236.3,253.45,248.95,103065,845,25658199,103065,100,17.6,10.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1809",2018-07-27,239.7,243.4,231.15,241.85,239.15,42954,502,10272632,42954,100,12.25,2.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1810",2018-07-26,244.9,247,231,234.85,239.82,78446,912,18813283,78446,100,16,-10.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1811",2018-07-25,229,235.8,229,235.8,234.75,31253,241,7336494,31253,100,6.8,6.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1812",2018-07-24,217.9,224.6,214.5,224.6,223.81,91211,452,20413719,91211,100,10.1,6.7,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1813",2018-07-23,216.3,217.95,206,213.95,213.97,62601,479,13394969,62601,100,11.95,-2.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1814",2018-07-20,212.2,219.9,211.4,216.3,214.62,30711,289,6591188,30711,100,8.5,4.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1815",2018-07-19,212.5,221.2,209.1,212.8,214.67,30828,435,6617715,30828,100,12.1,0.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1816",2018-07-18,224,224,210.6,213.85,215.29,85355,564,18376232,85355,100,13.4,-10.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1817",2018-07-17,206.15,221.65,203,221.65,216.61,33588,391,7275459,33588,100,18.65,15.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1818",2018-07-16,223,223,211.1,211.1,213.81,29909,416,6394990,29909,100,11.9,-11.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1819",2018-07-13,232.6,233.8,221.15,222.2,225.8,36173,534,8167819,36173,100,12.65,-10.4,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1820",2018-07-12,227,234.2,223,232.55,230.86,50977,784,11768310,50977,100,11.2,5.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1821",2018-07-11,218,227.4,213.4,225.5,223.76,58340,784,13054286,58340,100,14,7.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1822",2018-07-10,207.05,217.5,207.05,216.6,215.38,38510,504,8294211,38510,100,10.45,9.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1823",2018-07-09,218.9,218.9,205,207.7,209.57,36498,445,7648856,36498,100,13.9,-11.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1824",2018-07-06,199,209.9,191,209.85,207.18,176543,837,36576828,176543,100,18.9,10.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1825",2018-07-05,205,208.5,198.8,199.95,200.41,173297,733,34730039,173297,100,9.7,-5.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1826",2018-07-04,206,213,205.35,209.25,207.52,70683,828,14668476,70683,100,7.65,3.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1827",2018-07-03,215.1,219.5,213.75,216.15,216.09,109137,1112,23583954,25857,23.69,5.75,1.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1828",2018-07-02,221.85,221.85,214.25,216.2,216.83,150927,1335,32726253,28865,19.13,7.6,-5.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1829",2018-06-29,217,222,217,220.35,219.54,162245,1279,35618700,43109,26.57,5,3.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1830",2018-06-28,221.85,221.85,215.25,215.95,216.58,143743,1333,31131455,67860,47.21,6.6,-5.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1831",2018-06-27,221.45,221.45,215.1,218.25,218.6,249927,1934,54634984,40924,16.37,6.35,-3.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1832",2018-06-26,221.6,224,220.05,220.75,221.49,187837,1396,41604122,37958,20.21,3.95,-0.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1833",2018-06-25,225.8,229.1,220.6,222.05,225.14,641711,1926,144476727,236939,36.92,8.5,-3.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1834",2018-06-22,218.05,227.2,218.05,225.3,222.43,229651,1647,51082404,53586,23.33,9.15,7.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1835",2018-06-21,222.5,223.9,218.6,219.6,221.03,151352,1294,33452976,24209,16,5.3,-2.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1836",2018-06-20,220,225,220,222.75,222.61,157460,1465,35052481,31871,20.24,5,2.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1837",2018-06-19,220.05,225.3,217,220.5,220.67,233171,1941,51453426,44823,19.22,8.3,0.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1838",2018-06-18,222.5,225.15,219.3,222.4,221.99,103939,989,23072924,23192,22.31,5.85,-0.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1839",2018-06-15,220.25,225.45,215.5,221.9,221.05,211907,2100,46841853,38571,18.2,9.95,1.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1840",2018-06-14,219.5,223.85,218.9,219.4,220.71,181620,1893,40086092,48957,26.96,4.95,-0.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1841",2018-06-13,225,229.7,220.1,220.8,225.4,256995,2352,57925504,106254,41.34,9.6,-4.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1842",2018-06-12,227.05,231.5,221.9,222.75,225.98,160860,1756,36350742,72508,45.08,9.6,-4.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1843",2018-06-11,226.5,233.8,225.25,226.85,230.06,229987,2306,52911203,77752,33.81,8.55,0.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1844",2018-06-08,223.1,230.2,222.5,225.7,226.37,311072,3559,70417772,56327,18.11,7.7,2.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1845",2018-06-07,218,226.1,218,226.1,223.66,329757,2663,73753331,69610,21.11,8.1,8.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1846",2018-06-06,209,220.45,209,215.35,212.43,1569554,9505,333426406,324043,20.65,11.45,6.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1847",2018-06-05,229.2,230.8,220,220,224.34,298083,2116,66873041,108005,36.23,10.8,-9.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1848",2018-06-04,240.3,243.6,229.5,231.55,234.99,404425,3905,95034700,75874,18.76,14.1,-8.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1849",2018-06-01,241,246,232.4,237.35,239.7,581782,7681,139450275,91752,15.77,13.6,-3.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1850",2018-05-31,271.5,274.5,225,241,249.08,1506315,13941,375200057,229435,15.23,49.5,-30.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1851",2018-05-30,265.2,277.6,264.1,271.75,272.5,615958,5177,167849243,69799,11.33,13.5,6.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1852",2018-05-29,267.6,271.3,263.55,267.1,267.96,280877,2686,75263775,50818,18.09,7.75,-0.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1853",2018-05-28,263,273.55,261.2,268.7,268.94,409679,3716,110178648,60081,14.67,12.35,5.7,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1854",2018-05-25,260.5,264.15,256.65,261.5,260.82,349666,2917,91200285,55516,15.88,7.5,1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1855",2018-05-24,257.6,267.05,251.5,258.75,258.22,449237,4429,116003994,52931,11.78,15.55,1.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1856",2018-05-23,262,264.15,256.05,257.7,260.55,365130,2930,95136004,53848,14.75,8.1,-4.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1857",2018-05-22,261.5,265.7,256.3,262.2,261.21,430386,3756,112420198,55995,13.01,9.4,0.7,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1858",2018-05-21,270.4,275,252.45,255.9,261.92,557538,4850,146031864,74823,13.42,22.55,-14.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1859",2018-05-18,285.45,285.45,268.8,270.5,277.01,305183,2749,84537533,71814,23.53,16.65,-14.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1860",2018-05-17,281.7,287.25,277.25,283.85,282.94,419397,3673,118664742,61034,14.55,10,2.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1861",2018-05-16,285.8,289.25,278.1,281.4,283.3,510098,3801,144511971,139820,27.41,11.15,-4.4,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1862",2018-05-15,297,301.5,279.25,287.15,292.12,998624,10134,291716715,187440,18.77,22.25,-9.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1863",2018-05-14,300.9,303.8,284.85,289.05,293.02,638978,6253,187234867,139200,21.78,18.95,-11.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1864",2018-05-11,291.7,301.45,290,298.75,295.95,653804,6292,193494310,138147,21.13,11.45,7.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1865",2018-05-10,306.5,306.65,286.1,288.5,296.05,768871,7188,227627751,133697,17.39,20.55,-18,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1866",2018-05-09,316,321.6,303,304.7,311.39,799510,8529,248961344,154437,19.32,18.6,-11.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1867",2018-05-08,313,320.65,311,313.85,315.28,855125,7222,269603141,140488,16.43,9.65,0.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1868",2018-05-07,303,318.45,301.1,310.05,311.12,977371,10735,304078633,134206,13.73,17.35,7.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1869",2018-05-04,286.3,309,285.9,300.35,299.75,1494486,14708,447973453,165295,11.06,23.1,14.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1870",2018-05-03,295,303.65,282.65,284.7,291.84,907359,8117,264806621,164572,18.14,21,-10.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1871",2018-05-02,311.7,317.45,285,296.35,305.93,831338,8127,254334921,156641,18.84,32.45,-15.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1872",2018-04-30,294.45,316.3,293.25,310.35,308.25,1895891,19229,584414976,237685,12.54,23.05,15.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1873",2018-04-27,278.05,294.9,275.55,290.1,285.53,742744,5311,212072936,167006,22.49,19.35,12.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1874",2018-04-26,283.8,285.6,274.3,278.35,280.57,370635,2928,103990658,55314,14.92,11.3,-5.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1875",2018-04-25,282.9,287.5,278.6,283.5,283.06,417189,3634,118091069,53821,12.9,8.9,0.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1876",2018-04-24,284.45,289.6,278.9,281.85,284.36,500050,3476,142195453,72930,14.58,10.7,-2.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1877",2018-04-23,279.75,288,276.9,282.6,283.57,535756,4048,151925578,103524,19.32,11.1,2.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1878",2018-04-20,279,283.3,272.8,279.75,279.13,590983,4703,164961012,116626,19.73,10.5,0.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1879",2018-04-19,269.7,281.8,269.7,280.3,276.66,675376,6328,186846270,164616,24.37,12.1,10.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1880",2018-04-18,264.5,274.25,262,267.35,269.67,868151,7431,234115940,143310,16.51,12.25,2.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1881",2018-04-17,260.5,269,260,262.95,264.46,543630,5323,143770504,118081,21.72,9,2.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1882",2018-04-16,248.4,261,246.05,259.2,254.32,737014,6357,187436249,120719,16.38,14.95,10.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1883",2018-04-13,253.7,257.5,248.95,249.75,254.18,358874,2879,91217658,62293,17.36,8.55,-3.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1884",2018-04-12,254.75,254.85,250.8,252,252.9,244314,2130,61787501,40138,16.43,4.05,-2.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1885",2018-04-11,259.6,259.8,252.85,254.95,255.36,312912,2372,79906406,49838,15.93,6.95,-4.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1886",2018-04-10,264,264.9,256.6,258.05,260.44,494382,4077,128756390,90722,18.35,8.3,-5.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1887",2018-04-09,250.3,264.75,250.3,261.75,259.91,994756,9367,258549126,131415,13.21,14.45,11.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1888",2018-04-06,252.8,253.9,247.2,249.5,251,435239,3408,109246639,71666,16.47,6.7,-3.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1889",2018-04-05,251.8,254,248.25,251.4,251.48,297070,2723,74706893,48709,16.4,5.75,-0.4,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1890",2018-04-04,251.95,257.4,245,247.05,251.5,611571,4849,153808202,184142,30.11,12.4,-4.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1891",2018-04-03,243.05,258,243.05,250.4,249.5,747831,7502,186584684,90982,12.17,14.95,7.35,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1892",2018-04-02,242.9,249.25,240,246.5,244.78,443132,4173,108469448,88623,20,9.25,3.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1893",2018-03-28,240.9,245.65,236.65,239.35,240.24,710134,4366,170605312,280972,39.57,9,-1.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1894",2018-03-27,239.8,246.65,239.45,242.2,243.5,675311,5002,164436060,174317,25.81,7.2,2.4,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1895",2018-03-26,241,245.75,233.85,237.2,239.96,534228,3813,128191903,213112,39.89,11.9,-3.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1896",2018-03-23,237,245.7,235.05,239.3,240.7,550112,4474,132413818,168290,30.59,10.65,2.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1897",2018-03-22,257.5,262.35,248.5,249.9,256.23,473557,3546,121339812,181814,38.39,13.85,-7.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1898",2018-03-21,265,269.25,257.8,258.75,263.26,353616,3070,93094691,64579,18.26,11.45,-6.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1899",2018-03-20,264.05,272,261.3,264,267.13,467024,4370,124754942,73124,15.66,10.7,-0.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1900",2018-03-19,263.85,270.7,261.6,267.6,266.69,820230,7154,218748958,134632,16.41,9.1,3.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1901",2018-03-16,264,267.35,254.35,261.1,262.48,810654,7623,212777779,148646,18.34,13,-2.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1902",2018-03-15,246,264.5,244.95,262.75,256.69,1195339,9626,306837450,189139,15.82,19.55,16.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1903",2018-03-14,242.8,246.9,242.25,245.6,244.58,446275,2977,109151079,89865,20.14,4.65,2.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1904",2018-03-13,240,249.2,240,244.3,244.67,624033,5083,152679538,95985,15.38,9.2,4.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1905",2018-03-12,247,249.9,237.5,241.1,241.24,585725,4518,141299831,163272,27.88,12.4,-5.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1906",2018-03-09,242.2,252,236,242.4,244.46,1110736,9591,271532745,156354,14.08,16,0.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1907",2018-03-08,252.9,256.8,236.9,240.65,245.13,1188875,11441,291423679,125273,10.54,19.9,-12.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1908",2018-03-07,267.4,274.5,243.55,247.8,259.69,1402613,14482,364250783,250234,17.84,30.95,-19.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1909",2018-03-06,258.5,275.4,258.5,267.8,268.94,1347110,14223,362296210,173523,12.88,16.9,9.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1910",2018-03-05,253.7,267.35,251.6,256.65,260.08,732359,7053,190469592,110018,15.02,15.75,2.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1911",2018-03-01,258.25,262.9,254.35,255.55,259.8,633092,5045,164479523,114179,18.04,8.55,-2.7,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1912",2018-02-28,259.35,264.8,257.15,258.6,260.12,588936,4976,153194786,79166,13.44,7.65,-0.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1913",2018-02-27,273.1,274.75,262.05,263.25,266.39,525770,4351,140059862,108625,20.66,12.7,-9.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1914",2018-02-26,281.55,282.9,271.15,272.7,277.54,432250,3286,119965046,140140,32.42,11.75,-8.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1915",2018-02-23,278,285,277.4,279.3,280.25,506807,4834,142033290,126008,24.86,7.6,1.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1916",2018-02-22,278.4,282.15,274.55,276.95,278.5,351133,3099,97791817,78389,22.32,7.6,-1.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1917",2018-02-21,283.25,285.5,276,280.15,280.91,407919,3459,114586935,126165,30.93,9.5,-3.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1918",2018-02-20,283.45,289.5,279.5,281.6,284.27,867592,7810,246633993,123641,14.25,10,-1.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1919",2018-02-19,275.9,287,271.1,282.8,278.25,1289466,10946,358788784,142244,11.03,15.9,6.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1920",2018-02-16,288,295,270.9,274.2,282.68,1606168,15173,454026918,309920,19.3,24.1,-13.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1921",2018-02-15,266.05,284.35,265.9,281.3,278.05,2061003,18770,573069606,291907,14.16,18.45,15.25,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1922",2018-02-14,254,271,253.5,260.75,263.58,1599073,13611,421487419,200244,12.52,17.5,6.75,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1923",2018-02-12,252.85,257.7,248.15,250.25,252.96,711036,5820,179862180,127136,17.88,9.55,-2.6,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1924",2018-02-09,230.05,254.65,228,244.7,245.93,1322405,12182,325219415,190551,14.41,26.65,14.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1925",2018-02-08,237,248,236.4,242,241.94,1025069,9190,248008041,165993,16.19,11.6,5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1926",2018-02-07,235.9,250,231.2,234.8,240.87,1215615,12379,292808704,193484,15.92,18.8,-1.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1927",2018-02-06,202,242.25,196.05,230.8,227.5,2375583,24836,540448565,215093,9.05,46.2,28.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1928",2018-02-05,182.45,230.15,176.5,222.4,215.2,2223295,20657,478444979,227841,10.25,53.65,39.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1929",2018-02-02,216.3,219,189,191.8,200.37,1131311,10034,226683492,208945,18.47,30,-24.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1930",2018-02-01,229.45,232.5,206,221.5,222.31,1010611,7471,224673679,129364,12.8,26.5,-7.95,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1931",2018-01-31,230,236.9,223.95,227.85,230.55,425265,3636,98044948,92795,21.82,12.95,-2.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1932",2018-01-30,239.25,239.7,229.8,231.15,233.59,322608,2659,75359377,69684,21.6,9.9,-8.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1933",2018-01-29,235,246.5,235,238.85,241.66,466166,4244,112652871,83896,18,11.5,3.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1934",2018-01-25,244,245.55,231.7,233.35,239.27,579953,5089,138764068,150730,25.99,13.85,-10.65,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1935",2018-01-24,253,253,240.4,241.45,246.14,658111,5257,161990357,149561,22.73,12.6,-11.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1936",2018-01-23,259.95,261.25,251.3,253.85,257.08,534131,4866,137313453,101480,19,9.95,-6.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1937",2018-01-22,257.9,264.9,255.4,257.85,259.98,653609,5773,169922256,114596,17.53,9.5,-0.05,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1938",2018-01-19,250,258.9,237.3,254.15,246.51,1336771,10185,329520818,299345,22.39,21.6,4.15,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1939",2018-01-18,267.1,273.9,245.1,250.55,261.28,994237,8325,259770294,166957,16.79,28.8,-16.55,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1940",2018-01-17,266.4,270.4,249.65,266.7,260.77,980923,7986,255795279,143239,14.6,20.75,0.3,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1941",2018-01-16,282.2,285.5,262.6,266.4,272.93,818859,6807,223489202,169749,20.73,22.9,-15.8,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1942",2018-01-15,283.05,288.8,282,283.5,284.89,353521,2766,100713700,81148,22.95,6.8,0.45,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1943",2018-01-12,286,295.5,278.2,281.15,285.92,775956,6574,221862511,168613,21.73,17.3,-4.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1944",2018-01-11,289.3,291.4,281.8,284.4,285.9,461059,3828,131818938,88526,19.2,9.6,-4.9,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1945",2018-01-10,292,298,283.5,287.15,290.42,624205,4984,181283747,134816,21.6,14.5,-4.85,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1946",2018-01-09,296.9,303.5,288.4,289.7,295.5,883369,6800,261038628,194185,21.98,15.1,-7.2,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1947",2018-01-08,278,304.2,278,295.1,294.57,2243388,19950,660828158,318460,14.2,26.2,17.1,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1948",2018-01-05,279,284.8,276.65,277.5,280.17,487492,3755,136582530,97631,20.03,8.15,-1.5,"BOMBAY DYEING &amp; MFG.CO.LTD."
"1949",2018-01-04,278.1,285.15,277,278.5,280.83,570149,4433,160116699,109368,19.18,8.15,0.4,"BOMBAY DYEING &amp; MFG.CO.LTD."
